unnamed: 0,week_of_outbreak,state_ut,district,disease,cases,deaths,latitude,longitude,preci,lai,temp_c,date
1078,35th week,Karnataka,Haveri,Acute Diarrhoeal Disease,54,,14.7874825,75.3996731,1.070520527,8.0,,2019-07-15
1079,35th week,Karnataka,Tumkur,Suspected Dengue,21,1.0,13.3400771,77.1006208,0.429035856,8.0,,2019-08-17
1080,35th week,Maharashtra,Ahmednagar,Dengue,32,,19.1627725,74.8580243,0.17914029,,36.09000000000003,2019-08-20
1081,35th week,Maharashtra,Palghar,Dengue,143,,19.684661,72.82491116,2.091814934,1.0,,2019-08-11
1082,35th week,Maharashtra,Wardha,Acute Encephalitis Syndrome,9,1.0,20.82562315,78.6131455,1.531770939,11.0,24.170000000000016,2019-08-16
1083,35th week,Telangana,Mahaboobnagar,Dengue,32,,17.720535,79.627202,0.409880007,,30.063333400000033,2019-08-21
1084,35th week,Uttar Pradesh,Gonda,Acute Diarrhoeal Disease,17,,27.1096669,81.91832912,0.698018196,,28.143333400000017,2019-08-20
1085,35th week,Uttar Pradesh,Sitapur,Malaria,344,,27.5046392,80.82946583,0.967236315,7.0,,2019-07-29
1086,35th week,West Bengal,Purba Medinipur,Dengue,464,,22.06217445,87.83672383,0.68765658,,30.939999999999998,2019-08-12
1087,36th week,Assam,Marigaon,Acute Diarrhoeal Disease,16,,26.290712,92.29221257,0.418375585,24.0,29.57800000000003,2019-08-30
1088,36th week,Assam,Tinsukia,Cholera,5,,27.52016575,95.53063473,0.302422508,35.0,29.916666600000042,2019-09-02
1089,36th week,Jammu And Kashmir,Udhampur,Acute Diarrhoeal Disease,37,,33.0,75.166667,0.287338127,22.0,23.510000000000048,2019-09-01
1090,36th week,Jharkhand,West Singhbhum,Malaria,74,,22.7859232,86.1716093,0.475625369,11.0,30.620000000000005,2019-09-03
1091,36th week,Karnataka,Kalaburagi,Malaria,25,,17.166667,77.083333,1.46062352,,,2019-09-06
1092,36th week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,19,,24.6185442,77.8788306,0.693974775,17.0,26.33000000000004,2019-09-04
1093,36th week,Odisha,Khurda,Acute Diarrhoeal Disease,16,1.0,20.1540594,85.7086509,1.355970819,7.0,27.650000000000034,2019-08-31
1094,36th week,Puducherry,Puducherry,Dengue,32,,11.9340568,79.8306447,0.144279803,13.0,36.80000000000001,2019-09-02
1095,36th week,West Bengal,Medinipur West,Acute Diarrhoeal Disease,53,1.0,22.4221814,87.3221281,0.515884863,9.0,29.150000000000034,2019-09-01
1096,36th week,Chhattisgarh,Bastar,Dengue,74,,19.11912825,81.82918649,1.938439867,6.0,,2019-08-07
1097,36th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,15,,20.7084545,81.5481305,0.850714759,10.0,,2019-08-06
1098,36th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,122,,32.166667,76.25,0.461887375,33.0,26.05400000000003,2019-08-27
1099,36th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,13,,23.3700501,85.3250387,1.417752193,11.0,,2019-08-25
1100,36th week,Maharashtra,Satara,Dengue,6,,17.63612885,74.29827808,0.415639039,2.0,,2019-07-30
1101,36th week,Maharashtra,Thane,Dengue,61,4.0,19.1943294,72.9701779,0.385597287,,27.16500000000002,2019-07-20
1102,36th week,Maharashtra,Thane,Dengue,4,1.0,19.1943294,72.9701779,1.141720103,9.0,,2019-08-16
1103,36th week,Maharashtra,Thane,Malaria,7,1.0,19.1943294,72.9701779,0.401106022,,25.98333340000005,2019-08-21
1104,36th week,Odisha,Bolangir,Acute Diarrhoeal Disease,65,,20.7502257,83.2499464,0.681934333,,27.810000000000002,2019-08-28
1105,36th week,Odisha,Bolangir,Acute Diarrhoeal Disease,19,,20.7502257,83.2499464,0.681934333,,27.810000000000002,2019-08-28
1106,36th week,Uttar Pradesh,Budaun,Malaria,360,,28.06831165,79.04607312,0.870841992,15.0,28.515000000000043,2019-08-24
1107,36th week,Uttar Pradesh,Jalaun,Dengue,5,,26.105546,79.42765265,0.724394438,16.0,29.28000000000003,2019-08-23
1108,36th week,Uttar Pradesh,Kannauj,Acute Diarrhoeal Disease,75,,26.9996974,79.68861213,0.869751611,,27.060000000000002,2019-08-28
1109,37th week,Arunachal Pradesh,Papum Pare,Acute Diarrhoeal Disease,55,,27.28636665,93.6187716,1.875597442,3.0,,2019-09-12
1110,37th week,Arunachal Pradesh,Upper Subansiri,Acute Diarrhoeal Disease,27,,28.3,94.0,1.166137081,2.0,4.730000000000018,2019-09-10
1111,37th week,Haryana,Panchkula,Cholera,108,,30.7137692,76.868276,0.442985626,23.0,27.126000000000033,2019-09-10
1112,37th week,Jharkhand,Deoghar,Acute Diarrhoeal Disease,19,,24.4766423,86.60673245,0.382680352,14.0,26.650000000000034,2019-09-10
1113,37th week,Karnataka,Dharwad,Dengue,6,,15.4540505,75.0066516,0.947968113,6.0,,2019-09-09
1114,37th week,Karnataka,Kalaburagi,Chikungunya,23,,17.166667,77.083333,0.411296074,8.0,,2019-09-11
1115,37th week,Maharashtra,Parbhani,Dengue,32,1.0,19.29031365,76.60290343,0.904093517,9.0,,2019-09-07
1116,37th week,Maharashtra,Sindhudurg,Dengue,8,,16.1357193,73.6522086,2.923395664,,,2019-09-05
1117,37th week,Odisha,Balangir,Acute Diarrhoeal Disease,63,,20.74978325,83.44097217,2.948205936,9.0,,2019-09-07
1118,37th week,Punjab,Hoshiarpur,Cholera,123,1.0,31.60857425,75.84644247,0.180143167,,27.890000000000043,2019-09-14
1119,37th week,Uttarakhand,Haridwar,Acute Diarrhoeal Disease,80,,29.91235135,78.00871782,0.136973254,,26.725000000000023,2019-09-14
1120,37th week,Arunachal Pradesh,Shi-Yomi,Acute Diarrhoeal Disease,95,,28.68516625,94.23678241,0.632711412,37.0,14.882000000000005,2019-08-23
1121,37th week,Maharashtra,Aurangabad,Dengue,53,1.0,19.877263,75.3390241,0.365101778,8.0,29.340000000000032,2019-09-03
1122,37th week,Maharashtra,Thane,Dengue,6,1.0,19.1943294,72.9701779,0.284931258,14.0,27.81666660000002,2019-08-30
1123,37th week,Odisha,Rayagada,Acute Diarrhoeal Disease,28,2.0,19.17209585,83.33503085,1.098967228,15.0,,2019-09-02
1124,37th week,Sikkim,South Sikkim,Dengue,92,,27.333333,88.416667,1.009580672,24.0,13.135000000000048,2019-09-04
1125,37th week,Uttar Pradesh,Kushinagar,Acute Diarrhoeal Disease,25,1.0,26.7438272,83.9162322,1.473709979,19.0,27.55400000000003,2019-08-25
1126,37th week,Uttarakhand,Nainital,Dengue,492,,29.29478295,79.41548094,0.480669671,22.0,30.189999999999998,2019-08-01
1127,37th week,Karnataka,Belagavi,Dengue,14,1.0,15.8572666,74.5069343,1.391484457,8.0,26.03000000000003,2019-09-11
1128,38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,23,,22.0090841,82.578896,0.946140839,16.0,,2019-09-15
1129,38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,11,,22.0090841,82.578896,0.885842782,16.0,27.670000000000016,2019-09-16
1130,38th week,Daman And Diu,Daman And Diu,Dengue,107,2.0,20.42000485,72.8637629,,13.0,28.600000000000023,2019-09-20
1131,38th week,Haryana,Kurukshetra,Acute Diarrhoeal Disease,28,,29.9693747,76.8482787,0.153763969,21.0,28.98333340000005,2019-09-15
1132,38th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,11,,22.7859232,86.1716093,0.870789251,,28.510000000000048,2019-09-14
1133,38th week,Odisha,Balangir,Acute Diarrhoeal Disease,13,,20.74978325,83.44097217,0.23119644,19.0,27.435000000000002,2019-09-19
1134,38th week,Tamil Nadu,Pudukottai,Dengue,20,,10.3826515,78.8191259,0.888325855,9.0,38.35000000000002,2019-09-16
1135,38th week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,32,4.0,23.6263016,83.48245092,0.533333433,22.0,29.31666660000002,2019-09-02
1136,38th week,Jammu And Kashmir,Udhampur,Acute Diarrhoeal Disease,37,,33.0,75.166667,0.287338127,22.0,23.510000000000048,2019-09-01
1137,38th week,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,13,2.0,24.5,81.0,0.776236083,15.0,29.07666660000001,2019-09-07
1138,38th week,Maharashtra,Aurangabad,Dengue,67,3.0,19.877263,75.3390241,0.51090917,5.0,,2019-09-12
1139,38th week,Maharashtra,Jalna,Dengue,9,1.0,19.91883295,75.87085986,0.898683895,,,2019-09-06
1140,38th week,Maharashtra,Satara,Dengue,26,,17.63612885,74.29827808,0.116684135,9.0,32.18333340000004,2019-08-27
1141,38th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,11,,21.75,86.5,0.863562796,10.0,27.390000000000043,2019-09-11
1142,38th week,Tamil Nadu,Theni,Chikungunya,43,,9.9696643,77.47420049,0.042847344,6.0,40.75,2019-09-07
1143,38th week,Telangana,Sangareddy,Dengue,60,,17.86859205,77.82281995,0.909700264,9.0,32.31,2019-09-04
1144,38th week,Telangana,Sangareddy,Dengue,30,,17.86859205,77.82281995,0.7769938,10.0,21.890000000000043,2019-09-10
1145,38th week,Uttar Pradesh,Sant Kabir Nagar,Acute Diarrhoeal Disease,18,,26.7882737,82.9600798,0.677565183,,27.27000000000004,2019-09-13
1146,38th week,Arunachal Pradesh,Shi-Yomi,Acute Diarrhoeal Disease,125,,28.68516625,94.23678241,1.277127467,,6.110000000000014,2019-09-13
1147,39th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,38,,16.2915189,80.4541588,1.075276598,9.0,29.976666600000044,2019-09-23
1148,39th week,Assam,Karimganj,Acute Encephalitis Syndrome,1,1.0,24.8483482,92.33221292,0.338326451,22.0,30.55000000000001,2019-09-23
1149,39th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,6,,22.0059254,81.2332055,0.665093699,13.0,27.362000000000023,2019-09-23
1150,39th week,Haryana,Ambala,Acute Diarrhoeal Disease,28,1.0,30.3843674,76.770421,0.201165471,22.0,27.03400000000005,2019-09-28
1151,39th week,Jharkhand,Bokaro,Dengue,6,,23.69912795,85.99106894,0.288427551,19.0,30.55800000000005,2019-09-20
1152,39th week,Jharkhand,West Singhbhum,Malaria,63,,22.7859232,86.1716093,0.123548267,12.0,29.010000000000048,2019-09-23
1153,39th week,Karnataka,Yadgiri,Chikungunya,9,,16.7469536,77.1327594,0.459437142,,27.623333400000035,2019-09-22
1154,39th week,Maharashtra,Ahmednagar,Dengue,20,,19.1627725,74.8580243,0.885770414,15.0,28.850000000000023,2019-09-25
1155,39th week,Maharashtra,Kolhapur,Dengue,6,,16.7028412,74.2405329,0.51168058,12.0,31.314999999999998,2019-09-25
1156,39th week,Maharashtra,Nandurbar,Dengue,26,2.0,21.51450155,74.54070115,0.910503839,,29.5,2019-09-21
1157,39th week,Maharashtra,Wardha,Dengue And Chikungunya,12,1.0,20.82562315,78.6131455,0.685034212,,26.950000000000045,2019-09-21
1158,39th week,Odisha,Bhadrak,Acute Diarrhoeal Disease,14,,21.0633288,86.5053731,1.414496344,,27.470000000000027,2019-09-29
1159,39th week,Odisha,Khordha,Acute Diarrhoeal Disease,9,1.0,20.22564715,85.56059465,0.43749856,16.0,28.023333400000013,2019-09-19
1160,39th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,129,,30.7041168,76.7176885,0.201165471,22.0,27.03400000000005,2019-09-28
1161,39th week,Rajasthan,Baran,Acute Diarrhoeal Disease,48,,24.91765715,76.69627663,0.517865217,14.0,27.196666600000015,2019-08-26
1162,39th week,Tamil Nadu,Tiruvannamalai,Dengue,22,,12.22721295,79.07015555,0.495122649,,32.22000000000003,2019-09-21
1163,39th week,Assam,Karbi-Anglong (Diphu),Acute Diarrhoeal Disease,4,1.0,25.90810415,93.38966491,0.858479132,36.0,25.970000000000027,2019-09-12
1164,39th week,Jammu And Kashmir,Samba(Jammu And Kashmir),Dengue,15,,32.57591175,75.12034456,0.198962493,23.0,29.910000000000025,2019-09-03
1165,39th week,Maharashtra,Osmanabad,Chikungunya,46,,18.16984395,76.11796321,0.856223264,8.0,,2019-09-10
1166,39th week,Maharashtra,Pune,Dengue,44,,18.521428,73.8544541,0.405408928,9.0,28.745000000000005,2019-09-01
1167,39th week,Rajasthan,Baran,Acute Diarrhoeal Disease,18,,24.91765715,76.69627663,5.235716489,11.0,,2019-08-19
1168,40th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,18,1.0,26.1486581,85.34001282,0.871817014,12.0,28.58000000000004,2019-09-26
1169,40th week,Himachal Pradesh,Kullu,Acute Diarrhoeal Disease,51,1.0,32.00186325,77.3789964,0.317757053,,13.08200000000005,2019-09-30
1170,40th week,Jharkhand,West Singhbhum,Malaria,42,,22.7859232,86.1716093,0.601726542,17.0,27.49000000000001,2019-10-04
1171,40th week,Karnataka,Ballari,Acute Diarrhoeal Disease,61,,15.2485413,76.8323648,0.316980952,11.0,32.716666599999996,2019-10-02
1172,40th week,Karnataka,Tumkur,Chikungunya,31,,13.3400771,77.1006208,0.459937972,,28.650000000000034,2019-09-30
1173,40th week,Maharashtra,Jalgaon,Dengue,42,1.0,20.84288265,75.52612464,0.651715475,19.0,27.390000000000043,2019-09-27
1174,40th week,Maharashtra,Nandurbar,Dengue,26,,21.51450155,74.54070115,0.865584746,,29.710000000000036,2019-09-30
1175,40th week,Maharashtra,Pune,Acute Diarrhoeal Disease,45,,18.521428,73.8544541,1.012672241,,27.890000000000043,2019-09-29
1176,40th week,Manipur,Imphal East,Dengue,14,,24.85154025,94.00947958,0.466472812,25.0,24.840000000000032,2019-10-01
1177,40th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,32,1.0,19.75,83.0,0.86519101,,28.980000000000018,2019-09-30
1178,40th week,Odisha,Ganjam,Acute Diarrhoeal Disease,113,,19.4129711,85.04710406,,5.0,23.99000000000001,2019-09-28
1179,40th week,Puducherry,Pondicherry,Dengue,79,1.0,11.9340568,79.8306447,0.421835343,,29.396666600000003,2019-09-30
1180,40th week,Telangana,Sangareddy,Dengue,52,,17.86859205,77.82281995,0.431247326,,27.700000000000045,2019-09-30
1181,40th week,Uttar Pradesh,Farrukhabad,Dengue,29,,27.43719385,79.48912947,0.397543636,6.0,13.730000000000018,2019-09-28
1182,40th week,Uttar Pradesh,Saharanpur,Dengue,21,,29.9880774,77.50812995,0.544956528,19.0,27.340000000000032,2019-10-01
1183,40th week,Chhattisgarh,Sukma,Dengue,54,,18.26654225,81.29252341,0.712956887,21.0,27.189999999999998,2019-09-16
1184,40th week,Jharkhand,Bokaro,Dengue,8,,23.69912795,85.99106894,0.437617731,15.0,29.82000000000005,2019-09-04
1185,40th week,Karnataka,Bidar,Chikungunya,44,,18.083333,77.333333,0.159948375,15.0,24.335000000000036,2019-09-15
1186,40th week,Meghalaya,Ri-Bhoi (Nongpoh),Acute Diarrhoeal Disease,17,,25.9181941,91.87606603,2.114954504,24.0,23.436666600000024,2019-09-17
1187,40th week,Maharashtra,Amravati,Dengue And Chikungunya,4,,20.9521098,77.7333168,0.809709694,18.0,28.850000000000023,2019-09-25
1188,40th week,Maharashtra,Pune,Dengue,82,,18.521428,73.8544541,2.497719256,1.0,,2019-08-03
1189,40th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,59,,22.5760669,88.42006758,0.209448923,19.0,29.516666600000008,2019-09-20
1190,40th week,Haryana,Ambala,Cholera,53,1.0,30.3843674,76.770421,0.201165471,22.0,27.03400000000005,2019-09-28
1191,40th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,129,,30.7041168,76.7176885,0.750637069,16.0,26.075000000000045,2019-10-03
1192,41st week,Andaman And Nicobar Islands,Andaman,Acute Diarrhoeal Disease,30,,13.51111965,92.91738842,0.149857515,42.0,25.756666600000017,2019-10-09
1193,41st week,Bihar,Jehanabad,Acute Diarrhoeal Disease,9,,25.15247135,85.00687849,0.382992211,13.0,27.05000000000001,2019-10-06
1194,41st week,Bihar,Saharsa,Acute Diarrhoeal Disease,8,,25.83264165,86.61489283,0.27823869,23.0,26.59400000000005,2019-10-11
1195,41st week,Jharkhand,Khunti,Dengue,7,,23.10018105,85.34545936,0.641142895,21.0,24.775000000000034,2019-10-12
1196,41st week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,23,,21.87705125,84.00905064,0.516072514,28.0,25.82000000000005,2019-10-13
1197,41st week,Puducherry,Karaikal,Dengue,78,,10.91571,79.8375761,0.073648096,,31.214,2019-10-07
1198,41st week,West Bengal,Burdwan,Acute Diarrhoeal Disease,23,,23.2495714,87.8681751,0.717028401,27.0,26.965000000000032,2019-10-13
1199,41st week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,6,1.0,26.1486581,85.34001282,3.29065111,12.0,26.53000000000003,2019-10-04
1200,41st week,Jammu And Kashmir,Jammu And Kashmir,Dengue,435,,32.7185614,74.8580917,1.982460361,18.0,22.939999999999998,2019-08-02
1201,41st week,Jharkhand,Giridih,Acute Diarrhoeal Disease,15,,24.1608897,86.25113503,0.863561278,11.0,,2019-08-22
1202,41st week,Karnataka,Belagavi,Dengue,3,1.0,15.8572666,74.5069343,0.274263946,11.0,24.170000000000016,2019-09-17
1203,41st week,Maharashtra,Bhandara,Acute Encephalitis Syndrome,4,1.0,21.12304765,79.79390882,1.071367366,,40.27000000000004,2019-07-03
1204,41st week,Maharashtra,Pune,Dengue,2,,18.521428,73.8544541,4.012694379,5.0,,2019-08-08
1205,41st week,Maharashtra,Sangli,Dengue,33,2.0,17.1726928,74.58676543,0.388918093,,27.0,2019-09-13
1206,42nd week,Bihar,Bhagalpur,Acute Diarrhoeal Disease,13,3.0,25.2871758,87.13033088,0.40245357,20.0,28.103333399999997,2019-10-13
1207,42nd week,Bihar,Jehanabad,Dengue,5,,25.15247135,85.00687849,0.321740816,17.0,27.02000000000004,2019-10-10
1208,42nd week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,3,1.0,23.6263016,83.48245092,0.190623215,29.0,26.700000000000045,2019-10-11
1209,42nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,13,,22.5,83.5,0.480760671,25.0,25.585000000000036,2019-10-10
1210,42nd week,Gujarat,Mahesana,Acute Diarrhoeal Disease,250,,23.6015557,72.3867981,0.010587825,,34.67666660000003,2019-10-15
1211,42nd week,Gujarat,Surat,Acute Diarrhoeal Disease,88,,21.19177615,72.95441578,0.013294988,13.0,32.57666660000001,2019-10-17
1212,42nd week,Haryana,Ambala,Dengue,60,2.0,30.3843674,76.770421,0.00961377,12.0,28.70333340000002,2019-10-18
1213,42nd week,Jharkhand,Saraikela Kharsawan,Acute Diarrhoeal Disease,35,,22.7464225,85.91689291,0.081496212,22.0,28.056666600000028,2019-10-18
1214,42nd week,Kerala,Ernakulam,Dengue,18,,9.98408,76.2741457,0.699413012,31.0,29.70500000000004,2019-10-14
1215,42nd week,Kerala,Ernakulam,Dengue,18,,9.98408,76.2741457,0.699413012,31.0,29.70500000000004,2019-10-14
1216,42nd week,Karnataka,Chikkaballapur,Chikungunya,11,,13.6102243,77.5127721,0.647332449,15.0,27.920000000000016,2019-10-12
1217,42nd week,Karnataka,Kalaburagi,Chikungunya,60,,17.166667,77.083333,0.345280716,,30.54000000000002,2019-10-16
1218,42nd week,Karnataka,Yadgiri,Chikungunya,48,,16.7469536,77.1327594,0.377739116,,29.235000000000014,2019-10-16
1219,42nd week,Maharashtra,Ahmednagar,Dengue,27,1.0,19.1627725,74.8580243,0.513945724,16.0,31.00333340000003,2019-10-12
1220,42nd week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,22,,24.6185442,77.8788306,0.00010524,9.0,32.67333340000005,2019-10-18
1221,42nd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,12,2.0,26.166667,77.5,0.010610608,14.0,30.55000000000001,2019-10-11
1222,42nd week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,14,,30.7041168,76.7176885,0.014800534,16.0,29.083333400000015,2019-10-14
1223,42nd week,Tamil Nadu,Perambalur,Dengue,22,,11.2287716,78.81825555,0.193017945,,34.129999999999995,2019-10-16
1224,42nd week,Tamil Nadu,Madurai,Chikungunya,80,,9.9261153,78.1140983,0.351151351,5.0,27.510000000000048,2019-10-17
1225,42nd week,Uttar Pradesh,Lalitpur,Acute Diarrhoeal Disease,26,,24.70038485,78.51866759,0.019910093,14.0,30.150000000000034,2019-10-13
1226,42nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,30,,23.3291882,86.3672378,0.454424442,20.0,27.850000000000023,2019-10-14
1227,42nd week,Bihar,Araria,Acute Diarrhoeal Disease,36,3.0,26.26498795,87.37162648,2.071982844,18.0,25.5,2019-10-05
1228,42nd week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,10,1.0,26.1486581,85.34001282,0.301263124,17.0,25.200000000000045,2019-10-09
1229,42nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,50,,22.5,83.5,1.919368747,20.0,25.410000000000025,2019-10-03
1230,42nd week,Gujarat,Panchmahal,Cholera,1,1.0,22.7748893,73.620404,0.062116348,22.0,29.414000000000044,2019-10-09
1231,42nd week,Karnataka,Chikkaballapur,Chikungunya,19,,13.6102243,77.5127721,0.852792151,,28.454000000000008,2019-10-08
1232,42nd week,Karnataka,Chikkaballapur,Chikungunya,26,,13.6102243,77.5127721,0.852792151,,28.454000000000008,2019-10-08
1233,42nd week,Karnataka,Chikkaballapur,Dengue,24,,13.6102243,77.5127721,0.872794249,15.0,28.55400000000003,2019-10-09
1234,42nd week,Karnataka,Tumkur,Chikungunya,22,,13.3400771,77.1006208,0.562630366,13.0,26.916666600000042,2019-09-26
1235,42nd week,Karnataka,Tumkur,Chikungunya,20,,13.3400771,77.1006208,0.956109935,13.0,28.422000000000025,2019-10-09
1236,42nd week,Maharashtra,Latur,Dengue,28,,18.35159075,76.75542361,0.509884291,4.0,36.25,2019-07-15
1237,42nd week,Maharashtra,Latur,Dengue,9,,18.35159075,76.75542361,0.618708716,9.0,30.09666660000005,2019-09-03
1238,42nd week,Maharashtra,Raigad,Acute Diarrhoeal Disease,32,,18.4928092,73.13807095,1.857138872,19.0,25.420000000000016,2019-09-23
1239,42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,13,,25.1265777,83.24965577,0.675875725,20.0,28.230000000000018,2019-09-16
1240,42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,15,,25.1265777,83.24965577,0.540217753,16.0,27.374000000000024,2019-08-30
1241,42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,27,,25.1265777,83.24965577,0.880292914,,27.29000000000002,2019-09-14
1242,42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,5,1.0,25.1265777,83.24965577,0.625471213,,26.910000000000025,2019-08-29
1243,42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,36,1.0,25.1265777,83.24965577,0.56534632,20.0,28.360000000000014,2019-09-19
1244,42nd week,Uttar Pradesh,Muzaffarnagar,Dengue,8,,29.44800635,77.74068503,0.527089512,20.0,28.206000000000017,2019-09-23
1245,43rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,26,,15.8309251,78.0425373,0.263781664,,28.2233334,2019-09-30
1246,43rd week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,19,2.0,21.6542,82.1739,0.291557752,20.0,28.090000000000032,2019-10-20
1247,43rd week,Jharkhand,Godda,Dengue,25,,24.74334305,87.29285062,0.017034089,14.0,30.33000000000004,2019-10-19
1248,43rd week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,22,,22.7859232,86.1716093,0.494459845,,28.710000000000036,2019-10-24
